ID,pred
1100,0.15664839625855642
1101,0.15717790301864773
1102,0.16159196907972645
1103,0.1577422205076055
1104,0.17279722275849116
1105,0.15829008448281995
1106,0.15800835039347239
1107,0.157314183819453
1108,0.15795503459272453
1109,0.16002866158543644
1110,0.15635748600593852
1111,0.1628349197794029
1112,0.17525431451973456
1113,0.15825314569732468
1114,0.17172905293109514
1115,0.1570652384355346
1116,0.1636118302425124
1117,0.1577929417290736
1118,0.1658941142023908
1119,0.1587296361210782
1120,0.17494202423417154
1121,0.16359638901852042
1122,0.1605510305329511
1123,0.1593169016442902
1124,0.16083959478973237
1125,0.1596012922686991
1126,0.15865727200059215
1127,0.1573150447497966
1128,0.1607895584449236
1129,0.1722419538538845
1130,0.15956385775352028
1131,0.1596475341318726
1132,0.1658492716551398
1133,0.1579937329769568
1134,0.1572050503081835
1135,0.16261482592053605
1136,0.18294260215453906
1137,0.16243333146375635
1138,0.15709527391317074
1139,0.15817200647089563
1140,0.15688582824296426
1141,0.1606159337662612
1142,0.15774004269346112
1143,0.15877443264401817
1144,0.15720856761188048
1145,0.1598870092883998
1146,0.16823847978965495
1147,0.1599887569385628
1148,0.15980060668597676
1149,0.16371345918694183
1150,0.1702683010197985
1151,0.16566591410437467
1152,0.1569425426178471
1153,0.1576132862202289
1154,0.17283892370387638
1155,0.16757149475987473
1156,0.16267158054610695
1157,0.15676655308444246
1158,0.1576676076999143
1159,0.157366106554647
1160,0.17657364022613603
1161,0.16745358792218573
1162,0.16218638834542123
1163,0.16184856986399332
1164,0.15941194645810014
1165,0.16295414643970002
1166,0.1579378518973122
1167,0.18487299579130792
1168,0.16865766248912434
1169,0.15904875048923484
1170,0.15917580357606487
1171,0.1650769237626323
1172,0.15694970069646857
1173,0.16535263895316749
1174,0.16540547784760698
1175,0.15826819649848584
1176,0.1601871464218573
1177,0.16127349633504734
1178,0.16536782802027855
1179,0.17367301982755085
1180,0.15643796563275475
1181,0.16542101585096286
1182,0.15994160048110145
1183,0.16026537108280212
1184,0.18450630255366054
1185,0.1723030523689081
1186,0.15820323407061748
1187,0.1564828170359352
1188,0.16019014847575672
1189,0.15812797725055378
1190,0.17102699420685713
1191,0.15721855302724655
1192,0.16275978586013137
1193,0.16430698084644618
1194,0.17865175498616087
1195,0.15857566243853494
1196,0.15938486349128295
1197,0.15838681628006496
1198,0.15851430616355527
1199,0.15776574418262782
1200,0.15765328420435212
1201,0.1571463121630391
1202,0.16088325730891576
1203,0.17367993748070246
1204,0.1576512752768366
1205,0.1572885180625539
1206,0.16146743982248102
1207,0.15793778549755413
1208,0.1588859505863404
1209,0.15759146689782363
1210,0.15787149130800116
1211,0.16060791574032607
1212,0.16611779338630359
1213,0.16021461550967978
1214,0.15765763377117312
1215,0.15861197644229014
1216,0.1637867830914974
1217,0.1697233102383689
1218,0.15675609736547313
1219,0.1668748882462707
1220,0.15961431506393872
1221,0.16397365880240738
1222,0.17405213726448854
1223,0.16644685380159752
1224,0.18520259994950544
1225,0.15630066132146164
1226,0.1576550476689798
1227,0.16359475672535714
1228,0.16708006936847147
1229,0.17205490484078828
1230,0.16513885877969997
1231,0.18111553946713094
1232,0.158965079233016
1233,0.16223588414168716
1234,0.1670142361785554
1235,0.15952019248892374
1236,0.1585919459891047
1237,0.15682957075312162
1238,0.15834064021095495
1239,0.17407964747323634
1240,0.1626927057227883
1241,0.1586055771875674
1242,0.15894899845677396
1243,0.16298556419486843
1244,0.15878559104733675
1245,0.1576912042387494
1246,0.15989134921159304
1247,0.1637905686252752
1248,0.1638802311048566
1249,0.1596447877490887
1250,0.17628530994288114
1251,0.157968932865609
1252,0.16014385772446266
1253,0.15908078989583901
1254,0.15697781734978672
1255,0.1566256005399031
1256,0.1565315075921683
1257,0.16927182407543667
1258,0.16557145977995022
1259,0.15816504409526905
1260,0.15670401853383678
1261,0.15799690639862712
1262,0.15796091717157523
1263,0.1596483053108435
1264,0.15976623438899024
1265,0.15670284759613456
1266,0.17273366122533923
1267,0.16038497543936114
1268,0.15688354240883848
1269,0.15996830445741067
1270,0.16183786772319692
1271,0.16690134969180384
1272,0.16229192322522618
1273,0.15754414968538363
1274,0.1670692802280503
1275,0.15895172473076138
1276,0.1576591863173381
1277,0.18392296159169383
1278,0.15706552491005943
1279,0.1564496172429836
1280,0.15632032619288977
1281,0.1567751989256529
1282,0.15861874743981413
1283,0.16944435709837402
1284,0.17638872769432673
1285,0.15821974262134708
1286,0.16181516665551554
1287,0.15740822614375066
1288,0.16447151536297686
1289,0.15665483115559542
1290,0.1602364641482048
1291,0.15756997513439008
1292,0.16305731665860573
1293,0.15933373460492978
1294,0.16860587703156876
1295,0.16153258438613008
1296,0.15737686513829796
1297,0.15790494350064802
1298,0.1570304445890234
1299,0.15808918009976963
1300,0.16117291009416643
1301,0.1564886070697626
1302,0.159240761152437
1303,0.1598433191621526
1304,0.16260843516771742
1305,0.1577606310658235
1306,0.1643413829476865
1307,0.15941385128146526
1308,0.1627062877552457
1309,0.15900743438375892
1310,0.15940581956751995
1311,0.162927751090218
1312,0.1574784715520729
1313,0.15678659048659907
1314,0.16546080239942645
1315,0.1604499424188063
1316,0.16089958286726974
1317,0.15784499503792876
1318,0.15648044245620654
1319,0.16108621168540382
1320,0.1665679577990345
1321,0.16750229538334843
1322,0.16881697809301185
1323,0.16750835177752155
1324,0.15817287973517763
1325,0.16222622113782761
1326,0.16061736285851205
1327,0.1695618578167581
1328,0.16172138540164557
1329,0.17659662098749238
1330,0.15980464220361543
1331,0.16061937530155762
1332,0.15738575818080552
1333,0.16577515848395583
1334,0.15720212430277675
1335,0.16658532658603428
1336,0.1587434535588614
1337,0.15802479049215395
1338,0.18389121875843886
1339,0.16146571067396442
1340,0.15713520044591692
1341,0.15881455630261557
1342,0.15886883379309885
1343,0.15871774014940393
1344,0.16236523948273232
1345,0.15701484094866622
1346,0.16256078954304773
1347,0.18106371144283584
1348,0.15677367405007908
1349,0.15716060374853144
1350,0.15826352273805142
1351,0.15869850218399056
1352,0.16405896184833516
1353,0.16543946882393176
1354,0.1578969919393521
1355,0.15840081075077475
1356,0.16017084572538437
1357,0.162574572648447
1358,0.167070581880432
1359,0.16017020870843884
1360,0.1586412133224407
1361,0.16532289995422528
1362,0.15836094028318687
1363,0.1592127408439678
1364,0.16804214586338126
1365,0.15672667232028042
1366,0.15911397183726034
1367,0.1591150973613386
1368,0.174341839218121
1369,0.1574552824040423
1370,0.15926418426871977
1371,0.16177274989736906
1372,0.1644062432381528
1373,0.15751827678308628
1374,0.15631521146697885
1375,0.1771525723567407
1376,0.1575912156242648
1377,0.15856146058127057
1378,0.16427329745717725
1379,0.15647768800255962
1380,0.15920951758726112
1381,0.17479060775916325
1382,0.16272647428336576
1383,0.15695413419040377
1384,0.15963464618039933
1385,0.15949703741177132
1386,0.1674435886486219
1387,0.15766430317473476
1388,0.1580547769988842
1389,0.16142291247410148
1390,0.1600148047771591
1391,0.16074943233406025
1392,0.15822205372171277
1393,0.15839017061576713
1394,0.16573937599500987
1395,0.1643042554106076
1396,0.16837694621365676
1397,0.1567451353174675
1398,0.15951558225850926
1399,0.17053210795737378
1400,0.15725065755355608
1401,0.15785474204850808
1402,0.16263846645204963
1403,0.15936761642104114
1404,0.1589270301641954
1405,0.15864947629392928
1406,0.15742296137393302
1407,0.16804540922767686
1408,0.15758701831822203
1409,0.16561028879611442
1410,0.15972790906417594
1411,0.15843245675305792
1412,0.15752920326781444
1413,0.15826059071361906
1414,0.15829160734735384
1415,0.15833169943595213
1416,0.15721560543743113
1417,0.15876158908233046
1418,0.15656324755364062
1419,0.15859942934242316
1420,0.17036542266799867
1421,0.15862017603148307
1422,0.1586639054521315
1423,0.16473111193171466
1424,0.15745289086600295
1425,0.16059102423836963
1426,0.16000504754782865
1427,0.15785840583362132
1428,0.16417885861072837
1429,0.15767345608065075
1430,0.1634204134784048
1431,0.16705218553678347
1432,0.17306939528017287
1433,0.15661769620468827
1434,0.1640818883661643
1435,0.15700833451677573
1436,0.15968587493284384
1437,0.1790185656067682
1438,0.16046354206272734
1439,0.1632833419463275
1440,0.17543162941345244
1441,0.17300607955657352
1442,0.15890861621848323
1443,0.1618259279479881
1444,0.16014225879152294
1445,0.16054085940702648
1446,0.15852097895150147
1447,0.15739728855195687
1448,0.17290692055220028
1449,0.1576002918282629
