ID,result
1100,0.003988548159068964
1101,0.0016864748742442353
1102,0.03662873975838861
1103,0.046119063748609336
1104,0.11537270140179536
1105,0.039641912666737035
1106,0.008382378347743802
1107,0.056830447626713486
1108,0.010044511721825475
1109,0.017676278368417137
1110,0.004360712153926454
1111,0.4567924114141476
1112,0.9213918993102339
1113,0.02139018261062557
1114,0.5075711085501651
1115,0.05016997830153699
1116,0.020448062097934344
1117,0.030672928060807136
1118,0.30723670962172883
1119,0.04290549135902552
1120,0.11211801567790826
1121,0.11862318279201324
1122,0.24575957812796623
1123,0.005993705429994192
1124,0.3605220661244044
1125,0.03563085793968615
1126,0.11316448350501916
1127,0.009730228473270385
1128,0.24859502815739656
1129,0.1291081426804222
1130,0.054883938017817616
1131,0.025837963538069556
1132,0.04601582070948705
1133,0.06592141736132323
1134,0.0370019562787657
1135,0.10278400092306166
1136,0.6579504345043434
1137,0.021895960350991988
1138,0.0016753805875238468
1139,0.0034079620642670796
1140,0.0020259191761314043
1141,0.17260473979826763
1142,0.03977259334022354
1143,0.00623827504535211
1144,0.005647649429837378
1145,0.2270737890403301
1146,0.6826171245063848
1147,0.12329904695291594
1148,0.03633491573085884
1149,0.06932429824074264
1150,0.7034132383869193
1151,0.07965938487678553
1152,0.005191087926117948
1153,0.06589278121235424
1154,0.6605889422525053
1155,0.3352432657331854
1156,0.319218829718413
1157,0.07081398591457291
1158,0.009579425091865343
1159,0.036007483317623504
1160,0.6192432209278456
1161,0.1462618432609635
1162,0.06152544305577907
1163,0.15909913326566832
1164,0.014909572996927278
1165,0.2913916145096844
1166,0.031734624654940535
1167,0.9302104552568045
1168,0.4798250282721221
1169,0.05067815412990554
1170,0.007489519162167917
1171,0.0658700637721948
1172,0.1319379832647229
1173,0.14027830945827285
1174,0.41360287207686874
1175,0.3621465764956546
1176,0.011863830326874597
1177,0.13583719073493314
1178,0.02817638912035334
1179,0.05498970333162463
1180,0.009241720285819767
1181,0.2265919934295521
1182,0.032302567834828856
1183,0.01864897358685167
1184,0.7292752878112712
1185,0.35548795756867146
1186,0.05956876130660934
1187,0.014564462707994065
1188,0.07716799847475289
1189,0.02150721647854004
1190,0.5063578950454919
1191,0.011098131295407562
1192,0.0719432599547595
1193,0.22375479127291953
1194,0.28272884305288754
1195,0.04504467338179161
1196,0.12712656946416673
1197,0.010924504542808562
1198,0.2398578506292812
1199,0.05516481514615151
1200,0.08055375348391679
1201,0.05130561490586871
1202,0.053673815741839624
1203,0.6686376073011702
1204,0.013089831287071767
1205,0.07279318619782031
1206,0.03924950985770656
1207,0.02649651122991843
1208,0.027501446847665537
1209,0.0050782294388236025
1210,0.14073600484101303
1211,0.022214347811604123
1212,0.36638649069122997
1213,0.061058502238363135
1214,0.004221284987993735
1215,0.0359931358794398
1216,0.44238674997131516
1217,0.7712160897446895
1218,0.06004280614646099
1219,0.030157853958870585
1220,0.21029109297350357
1221,0.17829488773222
1222,0.11487708902582283
1223,0.03839687400425159
1224,0.869708279489238
1225,0.029334910590384775
1226,0.21552968785734397
1227,0.2074727701993188
1228,0.21262978791006734
1229,0.6739479544513572
1230,0.3404381608396203
1231,0.3756684320898295
1232,0.044585393156465154
1233,0.04122479629451859
1234,0.2592132809515959
1235,0.027838384913167917
1236,0.07464534182701096
1237,0.012192972249220073
1238,0.00835947900762256
1239,0.6901252154764833
1240,0.1291476742619541
